G0001	α αλφα	alpha	alpha (first letter of the Greek alphabet); first (in titles of NT writings); alpha; beginning, first	Α, α, ἄλφα (which see), τό,   alpha, the first letter of the Greek alphabet.
G2367	θυινος	citron	citron, scented (wood)	thyme, of θυια, thya, an aromatic evergreen tree, arbor vitae, resembling the cedar, and found in Libya, Rev 18:12*
G2368	θυμιαμα	incense	incense; incense offering (LUK.1:10,11)	incense, any odoriferous substance burnt in religious worship, Rev 5:8; 8:3, 4; 18:13; or, the act of burning incense, Lk 1:10, 11*
G2369	θυμιατηριον	incense altar	altar of incense	an altar, of burning incense, Heb 9:4*
G2370	θυμιαω	to burn incense	offer incense	to burn or offer incense, Lk 1:9*
G2371	θυμομαχεω	to quarrel	be very angry	to wage war fiercely; to be warmly hostile to, be enraged against, Act 12:20*
G2372	θυμος	wrath	anger, rage, fury ; intense feeling	pr. the soul, mind; hence, a strong passion or emotion of the mind; anger, wrath, rage Lk 4:28; Act 19:28; pl. swellings of anger, 2Co 12:20; Gal 5:20
G2373	θυμοω	to anger	be furious	to provoke to anger;, pass. to be angered, enraged, Mt 2:16*
G2374	θυρα	door	door, gate; entrance (of a tomb); opportunity ; at the very door	a door, gate, Mt 6:6; Mk 1:33; an entrance, Mt 27:60; in NT met. an opening, occasion, opportunity, Act 14:27; 1Co 16:9; meton. a medium or means of entrance, Jn 10:7, 9
G2375	θυρεος	long shield	shield	a stone, or other material employed to close a doorway; later, a large oblong shield, Eph 6:16*
G2376	θυρις	window	window	a small opening; a window, Act 20:9; 2Co 11:33*
G2377	θυρωρος	gatekeeper	doorkeeper	a door-keeper, porter, watcher at a gate Mk 13:34; Jn 10:3; 18:16, 17*
G2378	θυσια	sacrifice	sacrifice, offering; act of offering	sacrifice, the act of sacrificing, Heb 9:26; the thing sacrificed, a victim, Mt 9:13; 12:7; the flesh of victims eaten by the sacrificers, 1Co 10:18; in NT an offering or service to God, Php 4:18
G2379	θυσιαστηριον	altar	altar	an altar, Mt 5:23, 24; Lk 1:11; spc. the altar of burnt-offering, Mt 23:35; Lk 11:51; meton. a class of sacrifices, Heb 13:10
G2380	θυω	to sacrifice	slaughter; sacrifice; kill, murder (JHN.10:10)	to offer a sacrifice
G2381	θωμας	Thomas	Thomas	Thomas, (Proper name), Mt 10:3; Mk 3:18; Lk 6:15; Jn 11:16; 14:5; 20:24, 26, 27, 28; 21:2; Act 1:13*
G2382	θωραξ	breastplate	breastplate; chest	a breast-plate, armor for the body, consisting of two parts, one covering the breast and the other the back, Eph 6:14; 1Th 5:8; Rev 9:9, 17*
G2383	ιαειρος	Jairus	Jairus (MRK.5:22; LUK.8:41)	also spelled Ἰάειρος, Jairus, (Proper name), Mk 5:22; Lk 8:41*
G2384	ιακωβ	Jacob	Jacob: (1) son of Isaac; (2) father of Joseph (MAT.1:15,16)	Jacob (Proper name),  (1) Son of Issac, Mat 1:2. (2) Father of Joseph, Marys husband, Mat 1:15, 16
G2385	ιακωβος	James	James: (1) brother of John, son of Zebedee; (2) brother of Jesus; (3) son of Alphaeus and one of the twelve; (4) father of Judas (LUK.6:16; ACT.1:13); (5) tax-collector (MRK.2:14)	James, (Proper name) (1) Son of Zebedee, Mt 4:21. (2) Son of Alphaeus and Mary, brother of Jude, Mt 10:3. (3) James the less, brother of Jesus, Gal 1:19
G2386	ιαμα	healing	healing	healing, cure, 1Co 12:9, 28, 30*
G2387	ιαμβρης	Jambres	Jambres (2TI.3:8)	Jambres, (Proper name), 2Ti 3:8*
G2388	ιαννα	Janna	Jannai (LUK.3:24)	Janna, (Proper name),  Lk 3:24*
G2389	ιαννης	Jannes	Jannes (2TI.3:8)	Jannes, (Proper name), 2Ti 3:8*
G2390	ιαομαι	to heal	heal, cure; restore	to heal, cure, Mt 8:8; Lk 9:2; met. to heal, spiritually, restore from a state of sin and condemnation, Mt 13:15; Heb 12:13
G2391	ιαρεδ	Jared	Jared (LUK.3:37)	Jared, (Proper name),  Lk 3:37*
G2392	ιασις	healing	healing	healing, cure, Lk 13:32; Act 4:22, 30*
G2393	ιασπις	jasper	jasper (a semiprecious stone of varying colors, but the jasper of the NT was probably green)	jasper, a precious stone of various colors, as purple, cerulian green, etc. Rev 4:3; 21:11, 18, 19*
G2394	ιασων	Jason	Jason: (1) a Christian of Thessalonica; (2) another Christian (ROM.16:21)	Jason Act 17:5-7 (3x), 9; Rom 16:21*
G2395	ιατρος	physician	physician, doctor	physician, Mt 9:12; Mk 2:17; 5:26; Lk 4:23; 5:31; 8:43; Col 4:14*
G2396	ιδε	look!	look! See! Listen!; here is; here are	the imperative of εἶδον used as a particle, Lo! Behold! Jn 16:29; 19:4, 5
G2397	ιδεα	appearance	appearance	appearance, face, form Mt 28:3*
G2398	ιδιος	one's own/private	individually, separately (1CO.12:11); one's own, belonging to one, personal ; home, possessions, property	one's own, Mk 15:20; Jn 7:18; due, proper, specially assigned, Gal 6:9; 1Ti 2:6; 6:15; Tit 1:3; also used in NT as a simple possessive, Eph 5:22; τὰ ἴδια, one's home, household, people, Jn 1:11; 16:32; 19:17; οἱ ἴδιοι, members of one's own household, friends, Jn 1:11; Act 24:23; ἰδιᾳ, adverbially, respectively, 1Co 12:11; κατ᾽ ἰδιαν, adv., privately, aside, by one's self, alone, Mt 14:13, 23
G2399	ιδιωτης	unlearned	untrained or unskilled man, layman; ungifted (of spiritual gifts)	pr. one in private life, one devoid of special learning or gifts, a plain person, Act 4:13; 2Co 11:6; ungifted, 1Co 14:16, 23, 24*
G2400	ιδου	look!	Look! See! Listen!; there or here is (are), there or here was (were); there or here comes (came); then, suddenly; even, yet (of emphasis)	aorist middle imperative of εἶδον used as an interjection, Look! See! Lo! Mt 1:23; Lk 1:38; Act 8:36
G2401	ιδουμαια	Idumea	Idumea (2 B-7)	Idumaea, a country south of Judea, Mk 3:8*
G2402	ιδρως	sweat	sweat, perspiration	sweat, Lk 22:44*
G2403	ιεζαβηλ	Jezebel	Jezebel (REV.2:20)	Jezebel, (1Ki 16:31), (Proper name),  Rev 2:20*
G2404	ιεραπολις	Hierapolis	Hierapolis (4 E-2)	Hierapolis, a city of Phrygia, Col 4:13*
G2405	ιερατεια	priesthood	priestly office	priesthood, sacerdotal office, Lk 1:9; Heb 7:5*
G2406	ιερατευμα	priesthood	priesthood	a priesthood;, meton. a body of priests, 1Pe 2:5, 9*
G2407	ιερατευω	to serve as priest	serve as a priest	to officiate as a priest, perform sacred rites, Lk 1:8*
G2408	ιερεμιας	Jeremiah	Jeremiah	Jeremiah, (Proper name), Mt 2:17; 16:14; 27:9*
G2409	ιερευς	priest	priest	a priest, one who performs sacrificial rites, Mt 8:4; Lk 1:5; Jn 1:19
G2410	ιεριχω	Jericho	Jericho	Jericho, a city of Palestine, Mt 20:29; Mk 10:46; Lk 10:30; 18:35; 19:1; Heb 11:30*
G2411	ιερος	temple	temple	temple, sanctuary, Mt 4:5; Lk 4:9; Act 19:27
G2412	ιεροπρεπης	reverent	reverent	reverent, pertaining to proper reverence, worthy of reverence; reverent Tit 2:13*
G2413	ιερος	sacred	sacred, holy; pertaining to the temple (of service and sacrifice) ; temple; temple precincts	holy, divine, set apart, 2Ti 3:15; tὰ ἱερά, sacred rites, 1Co 9:13*
G2414	ιεροσολυμα	Jerusalem	Jerusalem	Jerusalem, (Proper name),
G2415	ιεροσολυμιτης	of Jerusalem	an inhabitant of Jerusalem	a native of Jerusalem, Mk 1:5; Jn 7:25*
G2416	ιεροσυλεω	to despoil a temple	commit sacrilege; rob temples	to despoil or rob temples, commit sacrilege, Rom 2:22*
G2417	ιεροσυλος	temple robber	a sacrilegious person; a temple robber	one who despoils or robs temples, commits sacrilege, Act 19:37*
G2418	ιερουργεω	to minister	serve as a priest	to officiate as priest, serve as a priest, perform sacred rites;, in NT to minister in a divine commission, Rom 15:16*
G2419	ιερουσαλημ	Jerusalem	Jerusalem	Jerusalem, (Proper name),  also spelled Ἱεροσόλυμα 62x in our text
G2420	ιερωσυνη	priesthood	priesthood	a priesthood, sacerdotal office, Heb 7:11, 12, 24*
G2421	ιεσσαι	Jesse	Jesse (father of David)	Jesse, father of David (1Sam. 16), (Proper name),  Mt 1:5f.; Lk 3:32; Act 13:22; Rom 15:12*
G2422	ιεφθαε	Jephthah	Jephthah (HEB.11:32)	Jephthah, (Jdg. 11f.), (Proper name),  Heb 11:32*
G2423	ιεχονιας	Jeconiah	Jechoniuh (MAT.1:11f)	Jechoniah, (Proper name), Mt 1:11, 12; Lk 3:23ff.*
G2424	ιησους	Jesus/Joshua	(1) Jesus: (a) of the Lord; (b) Jesus Barabbas; (c) Jesus Justus (COL.4:11); (d) in the genealogy of Jesus (LUK.3:29); (2) Joshua (ACT.7:45; HEB.4:8)	a Savior, Jesus, Mt 1:21, 25; 2:1, et al. freq.; Joshua, Act 7:45; Heb 4:8; Jesus, a Jewish Christian, Col 4:11
G2425	ικανος	sufficient	worthy, fit; sufficient, able; large, great, much, pl. many or some; long; considerable ; it is enough! (LUK.22:38)	befitting; sufficient, enough, Lk 22:38; ἱκανὸν ποιειν τινι, to satisfy, gratify, Mk 15:15; τὸ ἱκανὸν λαμβάνειν, to take security or bail of any one, Act 17:9; or persons, adequate, competent, qualified, 2Co 2:16; fit, worthy, Mt 3:11; 8:8; of number or quantity, considerable, large, great, much, and pl. many, Mt 28:12; Mk 10:46
G2426	ικανοτης	sufficiency	capacity, capability	sufficiency, competence, fitness, capability; sufficiency, ability, fitness, qualification, 2Co 3:5*
G2427	ικανοω	to qualify	make capable, make fit	to make sufficient, or competent, qualify, authorise 2Co 3:6; Col 1:12*
G2428	ικετηρια	supplication	request, plea	pr. an olive branch borne by suppliants in their hands; prayer, supplication, petition Heb 5:7*
G2429	ικμας	moisture	moisture	moisture, Lk 8:6*
G2430	ικονιον	Iconium	Iconiun (4 F-2)	Iconium, a city of Lycaonia, in Asia Minor, Act 13:51; 14:1, 19, 21; 16:2; 2Ti 3:11*
G2431	ιλαρος	cheerful	cheerful	cheerful, not grudging, 2Co 9:7*
G2432	ιλαροτης	cheerfulness	cheerfulness	cheerfulness, graciousness, Rom 12:8*
G2433	ιλασκομαι	to propitiate	bring about forgiveness for, take away, deal mercifully with; pass. be merciful, have mercy	to appease, render propitious;, in NT to expiate, make an atonement or expiation for, reconciliation for Heb 2:17;  ἱλάσθητι, be gracious, show mercy, pardon, Lk 18:13*
G2434	ιλασμος	propitiation	means by which sins are forgiven	atoning sacrifice, sin offering, propitiation, expiation; one who makes propitiation/expiation, 1Jn 2:2; 4:10*
G2435	ιλαστηριος	propitiation	means by which sins are forgiven (ROM.3:25); place where sins are forgiven (HEB.9:5)	the cover of the ark of the covenant, the mercy-seat, the place of propitiation, Rom 3:25; Heb 9:5*
G2436	ιλεως	propitious/gracious	merciful ; May God be merciful to you! or God forbid! (MAT.16:22)	propitious, favorable, merciful, gracious, forgiving Heb 8:12; from the Hebrew, ἵλεως σοι (ὁ θεός) God have mercy on thee, God forbid, far be it from thee, God forbid Mt 16:22*
G2437	ιλλυρικον	Illyricum	Illyricum	Illyricum, a country between the Adriatic and the Danube, Rom 15:19*
G2438	ιμας	leather strap	strap (of a sandal); perhaps lash, whip (ACT.22:25)	a strap, or thong of leather, Act 22:25; a shoe-latchet, Mk 1:7; Lk 3:16; Jn 1:27*
G2439	ιματιζω	to dress	clothe, dress	to clothe;, pass. to be clothed, Mk 5:15; Lk 8:35*
G2440	ιματιον	clothing	garment, clothing; coat, robe, cloak (of outer garments)	a garment; the upper garment, mantle, Mt 5:40; 9:16, 20, 21; pl. the mantle and tunic together, Mt 26:65; pl. genr. garments, raiment, Mt 11:8; 24:18
G2441	ιματισμος	clothing	clothing, apparel	garment; raiment, apparel, clothing, Lk 7:25; 9:29; Jn 19:24; Act 20:33; 1Ti 2:9*
G2442	ιμειρω	to desire	yearn for, long for	to desire, wish for, long for
G2443	ινα	in order that/to	in order that (of purpose); so that (of result); that (indirect statement)	that, in order that, Mt 19:13; Mk 1:38; Jn 1:22; 3:15; 17:1; ἵνα μή, that not, lest, Mt 7:1; in NT equivalent to ὥστε, so that, so as that, Jn 9:2; also, marking a simple circumstance, the circumstance that, Mt 10:25; Jn 4:34; 6:29; 1Jn 4:17; 5:3
G2444	ινατι	why?	conj. why? for what reason?	Why is it that? For what reason? Why?, Mt 9:4; 27:46; Lk 13:7; Act 4:25; 7:26; 1Co 10:29*
G2445	ιοππη	Joppa	Joppa, Jaffa	Joppa, a city of Palestine, Act 9:36, 38, 42f.; 10:5, 8, 23, 32; 11:5, 13*
G2446	ιορδανης	Jordan	Jordan River (1 D-5, 2 D-5)	the river Jordan, Mt 3:5; Mk 10:1; Lk 4:1; Jn 3:26
G2447	ιος (2)	poison/rust	poison, venom; rust	a missile weapon, arrow, dart; venom, poison, Rom 3:13; Jas 3:8; rust, Jas 5:3*
G2448	ιουδα	Judah	Judah	Judah, a part of or place in Palestine
G2449	ιουδαια	Judea	Judea	Judea, the southern party of the country, below Samaria, Mt 2:1, 5, 22; 3:1; meton. the inhabitants of Judea
G2450	ιουδαιζω	follow Jewish customs	live according to Jewish religious regulations, side with the Jewish people	to follow Jewish customs, live as a Jew
G2451	ιουδαικος	Jewish	Jewish	Jewish, current among the Jews, Tit 1:14*
G2452	ιουδαικως	Jewishly	adv. like a Jew	Ἰουδαϊκῶς  adv.;  in Jewish fashion: Gal 2:14.†
G2453	ιουδαιος	Jewish	a Jew; Jewish; Judean	Jewish, Mk 1:5; Jn 3:22; Act 16:1; 24:24; pr. one sprung from the tribe of Judah, or a subject of the kingdom of Judah; in NT a descendant of Jacob, a Jew, Mt 28:15; Mk 7:3; Act 19:34; Rom 2:28, 29
G2454	ιουδαισμος	Judaism	Judaism (of the Jewish religion and way of life)	Judaism, the character and condition of a Jew; practice of the Jewish religion, Gal 1:13, 14*
G2455	ιουδας	Judah/Judas/Jude	(1) Judah: (a) son of Jacob, his tribe, his territory ; (b) person in the genealogy of Jesus (LUK.3:30); (2) Judas: (a) the betrayer of Jesus; (b) a brother of Jesus; (c) an apostle, the son of James; (d) member of the Jerusalem church, called Barsabbas; (3) a disciple in Damsacus (ACT.9:11); (f) revolutionary leader (ACT.5:37)	Judas, Jude, (Proper name). (1) Judah, son of Jacob; the tribe of Judah, Mt 1:2; Lk 1:39. (2) Juda, son of Joseph, of the ancestry of Jesus, Lk 3:30. (3) Juda, son of Joanna, of the ancestry of Jesus, Lk 3:26. (4) Judas, brother of James, Jude, Lk 6:16; Jude 1. (5) Judas Iscariot, son of Simon, Mt 10:4; Jn 6:71. (6) Judas, brother of Jesus, Mt 13:55; Mk 6:3. (7) Judas of Galilee, Act 5:37 . (8) Judas, surnamed Barsabas, Act 15:22. (9) Judas of Damascus, Act 9:11
G2456	ιουλια	Julia	Julia (ROM.16:15)	Julia, (Proper name), Rom 16:15*
G2457	ιουλιος	Julius	Julius (ACT.27:1,3)	Julius, (Proper name), Act 27:1, 3*
G2458	ιουνιας	Junias	Junias (ROM.16:7)	Junia, (Proper name), Rom 16:7*
G2459	ιουστος	Justus	Justus: (1) surname of Joseph Barsabbas (ACT.1:23); (2) Titius Justus (ACT.18:7); (3) companion of Paul (COL.4:11)	Justus, (Proper name) (1) Joseph Barsabas, Act 1:23 (2) Justus of Corinth, Act 18:7 (3) Jesus, called Justus, Col 4:11*
G2460	ιππευς	horseman	horseman, cavalryman	a horseman;, pl. ἱππεις, horsemen, cavalry, Act 23:23, 32*
G2461	ιππικος	horseman	cavalry, horsemen	equestrian;, τὸ ἱππικόν, cavalry, mounted troops, horse, Rev 9:16*
G2462	ιππος	horse	horse	a horse, Jas 3:3; Rev 6:2, 4, 5, 8; 9.7, 17; 18.13; 19.11, 14
G2463	ιρις	rainbow	rainbow; varicolored halo	a rainbow, iris, Rev 4:3; 10:1*
G2464	ισαακ	Isaac	Isaac	Isaac, (Proper name),  Mt 1:2; 8:11; 23:32; Act 3:13.  Rom 9:7f.; Gal 4:28; Heb 11:9ff.; Jas 2:21
G2465	ισαγγελος	like an angel	like or equal to an angel	equal, or similar to angels, Lk 20:36*
G2466	ισαχαρ	Issachar	Issachar	Issachar (Proper name)
G2467	ισημι	to know	to know, understand	to know, see, understand
G2468	ισθι	to be	be (2nd pers. imperative)	εἰμί,   with various uses and significations, like the English verb to be. __I. As substantive verb. __1. Of persons and things, to be, exist: Act 17:28, Jhn 1:1; 8.58; 17.5, al; ὁ ὢν καὶ ὁ ἦν (for past ptcp.), Rev 1:4, 8; 4.8; 11.17; 16.5 (see Swete, Ap., 5; M, Pr., 228); τὰ (μὴ) ὄντα, Rom 4:17, 1Co 1:28.  __2. Of times, events, etc., to be, happen, take place: Mat 24:3, Mrk 14:2; 15.42, Luk 21:23, Jhn 4:6, 23; 5.10, al.  __3. to be present, be in a place, have come: Mat 2:13, 15, Mrk 1:45; 5.21; 15.40, Luk 1:80; 5.29, Jhn 7:30, al.; before εἰς, Mrk 2:1; before  ἐκ, (ἐξ), Mat 1:20; 21.25, Mrk 11:30, Jhn 3:31, al.  __4. Impers.,  ἔστι, ἦν, etc.; __(a) there is (Fr. il y a), was, etc.: Mat 16:28, Luk 16:19, Jhn 3:1; 5.2, Rom 3:10, al.; with dative (of the possessor; Bl., §37, 3), Mat 16:22, Luk 1:7, Jhn 18:10, Rom 9:2, al.;  ἔστιν ὅς, ὅστις (chiefly in pl), Mat 16:28; 19.2, Mrk 9:1, al.;  __(b) with inf., = ἔξεστιν (which see), it is possible: Heb 9:5, 1Co 11:20, RV (but see ICC, in l.).     __II. As copula uniting subject and predicate. __1. Expressing simply identity or equivalence: Mat 5:13; 14.15, Luk 1:18, 19, Jhn 1:1; 4.19, Rev 3:9, al. mult. __2. Explicative, as in parable, figure, type, etc.: Mat 13:19, 1Co 9:2; 10.4; 11.25, Gal 4:24, Rev 17:15, al.; ταῦτ᾽ ἔστιν, Mat 27:46, Mrk 7:2, Rom 7:18 al.; ὅ ἐστιν, Mrk 3:17, Col 1:24, Heb 7:2, al.; akin to this is the sacramental usage: Mat 26:26-28, Mrk 14:22, 24, Luk 22:19, 1Co 11:24 (see ICC on Mk, I Co, ll. with; DB, iii, 148 f.).  __3. C. genitive: qual., etc., Mrk 5:42, Luk 3:23, 1Co 14:33, Heb 12:11, al.; part., 1Ti 1:20, 2Ti 1:15; poss., Mat 5:3, 10, Mrk 12:7, Luk 4:7; of service or partisanship, Rom 8:9, 1Co 1:12, 2Co 10:7, 2Ti 2:19.  __4. C. dative (BL, §37, 3): Act 1:8; 9.15, Rom 4:12, 1Co 1:18; 2.14, Rev 21:7, al.  __5. C. ptcp., as a periphrasis for the simple verb (Bl., §62, 1, 2; M, Pr., 225 ff.); __(a) with ptcp. pf. (cl.): Mat 10:30, Luk 9:32, Jhn 3:24, Act 21:35, 1Co 15:19, al;  __(b) with ptcp. pr. (esp. in impf., as in Heb. and Aram.; Dalman, Words, 35 f.), Mat 7:29, Mrk 1:22, Luk 4:31; 14.1, Act 1:10, al. mult., id. for imper. (M, Pr., 180f., 182f.), with ellipsis of εἰμί, Rom 12:9, 10, Heb 13:5, al.; __(with) with ptcp. aor. (cl), Luk 23:9. __6. Seq. εἰς (cf. Heb. הָיָה לְ), a vernac. usage (M, Pr., 71): Mat 19:5, Mrk 10:8, Heb 8:10, al.  __7. C. adv.: Mat 19:20, Mrk 4:26, Luk 18:11, al.  __8. Ellipses; __(a) of the copula (Bl., §30, 3): Mat 8:29; 24.32, Jhn 21:22, 23, Heb 6:4, al.; __(b) of the predicate: ἐγώ εἰμί, Mat 14:27, Mrk 6:50, al.; absol. (cf. Deu 32:39; אֲנִי הוּא), Mrk 13:6, Jhn 4:26, al. (cf. ἄπ-, ἔν-, πάρ-, συμ-πάρ-, σύν-ειμι).
G2469	ισκαριωτης	Iscariot	Iscariot	Iscariot, surname of Judas, Mt 10:4; 26:14; Lk 22:3; Jn 6:71; Jn 12:4; 13:2, 26; 14:22. Also spelled Ἰσκαριώθ in our text 3x (Mk 3:19; 14:10; Lk 6:16), which is indeclinable.*
G2470	ισος	equal	equal, the same; in agreement (MRK.14:56,59) ; adv: equally	equal, like, Mt 20:12; Lk 6:34; on an equality, Php 2:6; met. correspondent, consistent, Mk 14:56, 59
G2471	ισοτης	equality	equality; fairness (of treatment) ; as a matter of equality (2CO.8:13)	equality, equal proportion, 2Co 8:13, 14; fairness, equity, what is equitable, Col 4:1*
G2472	ισοτιμος	equally valuable	equally valuable, of the same kind, of equal privilege	of equal price, equally precious, or valuable, 2Pe 1:1*
G2473	ισοψυχος	like-minded	sharing the same feelings	likeminded, of the same mind and spirit, Php 2:20*
G2474	ισραηλ	Israel	Israel	Israel, (Proper name),
G2475	ισραηλιτης	Israelite	an Israelite	an Israelite, a descendant of, Ἰσραήλ, Israel or Jacob, Jn 1:47; Act 2:22
G2476	ιστημι	to stand	trans. (in all act. tenses except 2 aor., pf. and plpf.) set, place, put; establish, set up, make stand; put forward; fix (a day of judgment); pay, count out (money); hold against (ACT.7:60); intrans. (in 2 aor., pf., plpf. act.; all midd. and pass. forms) stand; stop, stand still; be confirmed or established; stand firm, hold one's ground; be, exist; stand up; be moored (of boats)	pluperfect, ἑστάμην, also formed as στήκω 10x, trans. to make to stand, set, place, Mt 4:5; to set forth, appoint, Act 1:23; to fix, appoint, Act 17:31; to establish, confirm, Rom 10:3; Heb 10:9; to set down, impute, Act 7:60; to weigh out, pay, Mt 26:15; intrans. to stand, Mt 12:46; to stand fast, be firm, be permanent, endure, Mt 12:25; Eph 6:13; to be confirmed, proved, Mt 18:16; 2Co 13:1; to stop, Lk 7:14; 8:44; Act 8:38
G2477	ιστορεω	to get acquainted	visit, get to know	to ascertain by inquiry and examination; to inquire of;, in NT to visit in order to become acquainted with, Gal 1:18*
G2478	ισχυρος	strong	strong, mighty, powerful; loud (cry or thunder); severe (famine)	strong, mighty, robust, Mt 12:29; Lk 11:21; powerful, mighty, 1Co 1:27; 4:10; 1Jn 2:14; strong, fortified, Rev 18:10; vehement, Mt 14:20; energetic, 2Co 10:10; sure, firm, Heb 6:18
G2479	ισχυς	strength	strength, might	strength, might, power, Rev 18:2; Eph 1:19; faculty, ability, 1Pe 4:11; Mk 12:30, 33; Lk 10:27
G2480	ισχυω	be strong	be able, can, have resources; win over, defeat; be strong, grow strong (ACT.19:20) ; be useful (MAT.5:13)	to be strong, be well, be in good health, Mt 9:12; to have power, be able, Mt 8:28; 26:40; to have power or efficiency, avail, be valid, Gal 5:6; Heb 9:17; to be of service, be serviceable, Mt 5:13; meton. to prevail, Act 19:16; Rev 12:8
G2481	ισως	perhaps	adv. perhaps, it may be	ἴσως (&lt; ἴσσς),  adv., [in LXX for אוּלַי, אַךְ, הֵן, Gen 32:20, Jer 5:4, al. ;] __1. equally.  __2. perhaps: Luk 20:13.†
G2482	ιταλια	Italy	Italy (4 A-1)	Italy, Act 18:2; 27:1, 6; Heb 13:24*
G2483	ιταλικος	Italian	Italian	Italian, Act 10:1*
G2484	ιτουραια	Iturea	Ituraean (Ituraea 2 D-2)	Ituraea, a district of Palestine beyond Jordan, Lk 3:1*
G2485	ιχθυδιον	little fish	small fish, fish	a small fish, Mt 15:34; Mk 8:7*
G2486	ιχθυς	fish	fish	a fish, Mt 15:36; 17:27; Lk 5:6
G2487	ιχνος	track	footstep, step; example	a footstep, track;, in NT pl. footsteps, line of conduct, Rom 4:12; 2Co 12:18; 1Pe 2:21*
G2488	ιωαθαμ	Jotham	Jotham	Joatham, (Proper name),  Mt 1:9*
G2489	ιωαννα	Joanna	Joanna	Joanan, (Proper name),  Lk 3:27*
G2490	ιωαννας	Joannan	Joannas	Ἰωανάν (Rec. Ἰωαννᾶς, -ᾶ), ὁ  (Heb. יוֹחָנָן),  Joanan (cf. Ἰωάνης): Luk 3:27.†
G2491	ιωαννης	John	John: (1) the Baptist; (2) son of Zebedee, one of the twelve; (3) author of Revelation; (4) John Mark; (5) father of Peter and Andrew; (6) member of the Jewish council (ACT.4:6)	also spelled Ἰωάνης, Joannes, John, (Proper name) (1) John the Baptist, Mt 3:1, et al. (2) John, son of Zebedee, the apostle, Mt 4:21, et al. (3) John, surnamed Mark, Act 12:12, et al. (4) John, the high-priest, Act 4:6
G2492	ιωβ	Job	Job (JAS.5:11)	Job, (Proper name),  Jas 5:11*
G2493	ιωηλ	Joel	Joel (ACT.2:16)	Joel, an Old Testament prophet, (Proper name),  Act 2:16*
G2494	ιωναν	Jonam	Jonam (LUK.3:30)	Jonam, (Proper name),  Lk 3:30*
G2495	ιωνας	Jonah	Jonah: (1) OT prophet; (2) father of Peter and Andrew	Jonas, (Proper name) Jonah, the prophet, Mt 12:39; Lk 11:29
G2496	ιωραμ	Jehoram	Joram (MAT.1:8)	Joram, king of Judah (2Ki 8:16ff.), (Proper name),  Mt 1:8*
G2497	ιωρειμ	Jorim	Jorim (LUK.3:29)	Jorim, (Proper name),  Lk 3:29*
G2498	ιωσαφατ	Jehoshaphat	Jehoshaphat (MAT.1:8)	Josaphat, king of Judah (1Ki 22:41), (Proper name),  Mt 1:8*
G2499	ιωση	Jose	Jose	Ἰωσή, see: Ἰωσῆς -  -ῆ (Rec. -ή Luk 3:29; AV, Jose; see: Ἰησοῦς, 3), and -ῆτος (Mk, ll with), ὁ,  Joses; __1. brother of our Lord: Mrk 6:3, Mat 13:55 (Rec., see: Ἰωσήφ).  __2. Son of Mary: Mat 27:56 (-σήφ), WH, txt), Mrk 15:40, 47  __3. see: Βαρνάβας.†
G2500	ιωσης	Joses	Joses: (1) brother of Jesus; (2) brother of James the younger (MRK.15:40,47)	Joses, Joseph (Proper name), brother of Jesus Mt 27:56; Mk 6:3; 15:40, 47*
G2501	ιωσηφ	Joseph	Joseph: (1) son of Jacob the patriarch; (2) husband of Mary, mother of Jesus; (3) of Arimathea, member of the Sanhedrin; (4) brother of Jesus (MAT.13:55); (5) surnamed Barnabas; (6) son of a Mary (MAT.27:56); (7, 8) persons in the genealogy of Jesus (LUK.3:24,30)	Joseph (Proper name)
G2502	ιωσιας	Josiah	Josiah (MAT.1:10f)	Josiah, king of Judah (2Ki. 22), Mt 1:10, 11*
G2503	ιωτα	iota	iota (= yod, the smallest letter in the Hebrew alphabet)	ἰῶτα, τό , iota (Heb. י, i.e. the smallest letter): Mat 5:18.†
G2504	καγω	and I	and I, but I; I also; I myself	and I, I also, but I, a crasis of και and ἐγώ, dat., κἀμοι, acc., κἀμέ
G2505	καθα	as/just as	conj. or adv. as, just as	can function as an adverb, just as, Mt 27:10*
G2506	καθαιρεσις	destruction	destruction, tearing down	tearing down, destruction,demolishment 2Co 10:4, 8; 13.10*
G2507	καθαιρεω	to take down	take down; pull down, destroy, overthrow; pass. be brought down from, suffer the loss of (ACT.19:27)	take, or bring down, Mk 15:36, 46; Lk 1:52; 23:53; Act 13:29; tear down, destroy, Lk 12:18; Act 13:19; 19:27; 2Co 10:4*
G2508	καθαιρω	to prune	clean, prune (branches)	to cleanse, from filth; to clear by pruning, prune, Jn 15:2; met. to cleanse from sin, make expiation
G2509	καθαπερ	just as	conj. or adv. as, just as, like	just as, exactly as, Heb 5:4*
G2510	καθαπτω	to attach	fasten on	trans. to fasten or fit to; in NT equivalent to καθάπτομαι, to fix one's self upon, fasten upon, take hold of, seize, Act 28:3*
G2511	καθαριζω	to clean	cleanse, make clean, purify; declare ritually acceptable	to cleanse, render pure, purify, Mt 23:25; Lk 11:39; to cleanse from leprosy, Mt 8:2, 3; 10:8; met. to cleanse from sin, purify by an expiatory offering, make expiation for, Heb 9:22, 23; 1Jn 1:7; to cleanse from sin, free from the influence of error and sin, Act 15:9; 2Co 7:1; to pronounce ceremonially clean, Act 10:15; 11:9
