Strong's #	,Grk/Heb	English	SVD	Text
G2060H	Ἑρμῆς	Hermes	هَرْمَس	Ἑρμῆς، -οῦ حالة النصب، Ἑρμῆν، ὁ، هيرميس ; __(أ) الإله اليوناني (مرقوريوس اللاتيني): راجع: أع ١٤:​١٢؛ __ (ب) مسيحي : راجع: رو ١٦:​١٤. † (انظر)
G2061 	Ἑρμογένης	Hermogenes	هَرْمُوجَانِس	Ἑρμογένης , -ους, ὁ هرموجانس، مسيحي : راجع: ٢تي ١:​١٥.
G2063 	ἐρυθρός	Red (Sea)	الأَحْمَر	ἐρυθρός , -ά, -όν [في الترجمة السبعينية لـ аэдам، راجع: إش ٦٣:​٢؛ ἐ. θάκασσα for सवيام - يام راجع: خر ١٠:​١٩ , al. ;] أحمر : ἡ ἐ. θάασσα، البحر الأحمر، راجع: أع ٧:​٣٦، راجع: عب ١١:​٢٩ .
G2069 	Ἐσλί	Esli	حَسْلِي	Ἐσлεί (Rec. 'Ἐσлί، انظر WH، الملاحظات، 155)، ὁ، Esli، أحد أجداد يسوع: راجع: لو ٣:​٢٥.
G2074 	Ἐσρώμ	Hezron	حَصْرُون	Ἑσρώμ (Ἑσρών، Lk، l.with؛ Rec. Ἑσρ-)، ὁ (بالعبرية: Ἑσρώμ، راجع: تك ٤٦:​١٢، راجع: عد ٢٦:​٢١، راجع: ١أخ ٢٥:​١-31، al. )، [في الترجمة السبعينية كلا النموذجين، فوق. (راجع المحكمة الجنائية الدولية، على جبل، l.with؛ WH، § 408) ؛] Esrom (AV)، حصرون (RV)، أحد أجداد يسوع: راجع: مت ١٣:​١-58، راجع: لو ٣:​٣٥.
G2096 	Εὖα	Eve	حَوَّاء	Εὔα (WH، Εὔα، § 408؛ Rec. Εὖα؛ S (في I Ti)، Εὖα)، -ας، ἡ (بالعبرية: ἡ ἡ. ἡ ἡ ἡ، راجع: تك ٣:​٢٠)، حواء، زوجة آدم: راجع: 2Co .11:3 ، راجع: ١تي ٢:​١٣ .
G2103 	Εὔβουλος	Eubulus	أَفْبُولُس	Εὔβουлος , -ου, ὁ. أفبولس المسيحي: راجع: ٢تي ٤:​٢١.
G2117 	εὐθύς	Straight	الْمُسْتَقِيم	εὐθύς , -εῖα, -ύ [في الترجمة السبعينية بشكل رئيسي لـ yon ;] __1. مستقيم، مباشر: τρίβοι، راجع: مت ٣:​٣، راجع: مر ١:​٣، راجع: لو ٣:​٤ (الترجمة السبعينية) ; εἰς εὐθειας، (SC. ὁδούς)، راجع: لو ٣:​٥ εὐ. ὐδός، مجازيا، راجع: أع ١٣:​١٠، راجع: ٢بط ٢:​١٥؛ كما (الاسم الصحيح) لشارع، راجع: أع ٩:​١١. __2. بالمعنى الأخلاقي، واضح، صحيح : καρδία، راجع: أع ٨:​٢١ (راجع راجع: مز ٧:​١١ ٣٢:​١١، آل.).† εὐθύς، ظرف، [في الترجمة السبعينية (أكثر تواترا من εὐθέως) بشكل رئيسي لـ YOروح؛] = εὐθέως، مباشرة: راجع: مت ٣:​١٦ ١٣:​٢٠-21 14:27 21:2-3 26:74، راجع: لو ٦:​٤٩، راجع: يو ١٣:​٣٠، 32 19:34، راجع : أع ١٠:​١٦، 42 مرة في مرقس
G2131 	Εὐνίκη	Eunice	أَفْنِيكِي	Εὐνίκη (Rec. -νείκη)، -ης، يونيس، والدة تيموثاوس : راجع: ٢تي ١:​٥.
G2136 	Εὐοδία	Euodia	أَفُودِيَة	Εὐοδία (Rec. -ωδία)، -ας، ἡ أفوديا (ليست كـ AV، أفودياس)، امرأة مسيحية : راجع: في ٤:​٢.
G2161 	Εὔτυχος	Eutychus	أَفْتِيخُوس	Εὔτυχος , -ου, ὁ (εὖ, τυχή)، بوتيخوس، شاب: راجع: أع ٢٠:​٩.
G2166 	Εὐφράτης	Euphrates	الْفُرَات	Εὐφράτης , -ου, ὁ نهر الفرات : راجع: رؤ ٩:​١٤ ١٦:​١٢ .
G2181 	Ἔφεσος	Ephesus	أَفَسُس	Ἔφεσος , -ου, ἡ أفسس، مدينة في آسيا الصغرى راجع: أع ١٨:​١٩, 21 18:24, 27 19:1, 17 19:26 (عن المضاف إليه، انظر م، العلاقات العامة، 73) راجع: أع ٢٠:​١٦-17 , راجع: ١كو ١٥:​٣٢ 16: 8 , راجع: أف ١:​١ , راجع: ١تي ١:​٣ , راجع: ٢تي ١:​١٨ 4: 12 , راجع: رؤ . 1:11 2:1 .
G2187 	Ἐφραίμ	Ephraim	أَفْرَايِم	Ἐφραίμ , (-ΐμ, Tr.) أفرايم، بلدة قريبة من أورشليم: راجع: يو ١١:​٥٤.
G2194 	Ζαβουλών	Zebulun	زَبُولُون	Ζαβουлών , ὁ  (Heb. זְבוּלוּן see راجع تك ٣٠:​٢٠ ) Zebulun, Jacob's tenth son : the tribe of Z., راجع مت ٤:​١٣, 15 , راجع رؤ ٧:​٨ .
G2195 	Ζακχαῖος	Zacchaeus	زَكَّا	Ζακχαῖος , -ου, ὁ (بالعبرية إسرائيل, راجع: نحي 7: 14, I راجع: أشرق 2: 9, الترجمة السبعينية Ζακχού), زكاي، زكا، عشار: راجع: لو ١٩:​٢، 5 19: 8 (راجع راجع: 2م10: 19).
G2196 	Ζαρά	Zerah	زَارَح	Ζαρά , ὁ  (بالعبرية: ᖴẫẫẫ)، راجع: تك ٣٨:​٣٠)، زارح، أحد أجداد يسوع: راجع: مت ١:​٣.
G2197G	Ζαχαρίας	Zechariah	زَكَرِيَّا	Ζαχαρίας , -ου, ὁ (بالعبرية: ᖴᴺᴼᴼᴼ); __1. زكريا والد يوحنا المعمدان: راجع: لو ١:​٥، 12-13 1: 18، 21 1: 40، 59 1: 67 3: 2. __2. زكريا، بن يهوياداع (في النص دُعي خطأً ابن برخيا؛ راجع: ٢أخ ٢٤:​١٩ وما يليها): راجع: مت ٢٣:​٣٥، راجع: لو ١١:​٥١
G2197H	Ζαχαρίας	Zechariah	زَكَرِيَّا	Ζαχαρίας , -ου, ὁ (بالعبرية: ᖴᴺᴼᴼᴼ); __1. زكريا والد يوحنا المعمدان: راجع: لو ١:​٥، 12-13 1: 18، 21 1: 40، 59 1: 67 3: 2. __2. زكريا، بن يهوياداع (في النص دُعي خطأً ابن برخيا؛ راجع: ٢أخ ٢٤:​١٩ وما يليها): راجع: مت ٢٣:​٣٥، راجع: لو ١١:​٥١
G2203 	Ζεύς, Δίς	Zeus	زَفْس	Ζεύς مضاف إليه، Διός، مكان النصب، Διΐ، حالة النصب، Δία (Δίαν، D، آل.)، زيوس (لات. كوكب المشتري): راجع: أع ١٤:​١٢-13.
G2211 	Ζηνᾶς	Zenas	زِينَاس	Ζηνᾶς , -ᾶ, حالة النصب -ᾶν (مترجمة من Ζηνόδωρος), زيناس : راجع: تي ٣:​١٣.
G2216G	Ζοροβάβελ	Zerubbabel	زَرُبَّابِل	Ζοροβάβεν (FlJ، Ζοροβάβηлος، -ου)، ὁ  (HEB.
G2216H	Ζοροβάβελ	Zerubbabel	زَرُبَّابِل	Ζοροβάβεν (FlJ، Ζοροβάβηлος، -ου)، ὁ  (HEB.
G2241 	ἠλί	Eli	إِيلِي	ἡἡἡί (Rec. ἠἠί L، ἠἠί؛ عب. аëll)، إيلي، إلهي: راجع: مت ٢٧:​٤٦ (راجع ἐἐἐωΐ).
G2242 	Ἡλί	Heli	نِ هَالِي	Ἡлεί (Rec. Ἡлί; RV, Ἡлί)، ὁ، ، هيلي، والد يوسف: راجع: لو ٣:​٢٣.
G2243 	Ἡλίας	Elijah	إِيلِيَّا	Ἡίας (التوصية Ἡίας; L Tr., Ἡίας; T, Ἡίας; راجع WH, التطبيق., 155, Intr., § 408), -ου (-α, راجع: لو ١:​١٧ , WH), ὁ (بالعبرية: ᴀᴇᴇᴼ)، إيليا (راجع: ١مل ١٧:​١-24، آل.): راجع: مت ١١:​١٤ 16: 14 17: 3-4، 10-12 27: 47، 49، راجع: مر ٦:​١٥ ٨:​٢٨ ٩:​٤-5، 11-13 15:35-36 راجع: لو ١:​١٧ ٤:​٢٥-26 9:8، 19 9:30، 33 9:54، راجع: يو ١:​٢١، ٢٥، راجع: يع ٥:​١٧؛ ἐν Ἠ.، في الجزء المتعلق بـ E.، راجع: رو ١١:​٢.
G2262 	Ἤρ	Er	عِير	Ἤρ (L، Ἥρ)، ὁ،  (بالعبرية: عير)، أحد أجداد يسوع: راجع: لو ٣:​٢٨.
G2264G	Ἡρώδης	Herod	هِيرُودُس	Ἡρῴδης (Rec. -ώδης)، -ου، ὁ هيرودس ; __1. هيرودس الكبير : راجع: مت ٢:​١-23، راجع: أع ٢٣:​٣٥. __2. هيرودس أنتيباس (ὁ τετραάρχης، راجع: مت ١٤:​١ ): راجع: مت ١٤:​١، 3 14: 6، راجع: مر ٦:​١-56، راجع: مر ٨:​١٥، راجع: لو ١:​٥ ٣:​١، 19 8:3 9:7، 9 13:31، 23، راجع: أع ٤:​٢٧ ١٣:​١. __3. هيرودس أغريباس الأول: راجع: أع ١٢:​١، ٦ ١٢: ١١، ١٩ ١٢: ٢١ (راجع Ἀγρίππας (2)).
G2264H	Ἡρώδης	Herod	هِيرُودُس	Ἡρῴδης (Rec. -ώδης)، -ου، ὁ هيرودس ; __1. هيرودس الكبير : راجع: مت ٢:​١-23، راجع: أع ٢٣:​٣٥. __2. هيرودس أنتيباس (ὁ τετραάρχης، راجع: مت ١٤:​١ ): راجع: مت ١٤:​١، 3 14: 6، راجع: مر ٦:​١-56، راجع: مر ٨:​١٥، راجع: لو ١:​٥ ٣:​١، 19 8:3 9:7، 9 13:31، 23، راجع: أع ٤:​٢٧ ١٣:​١. __3. هيرودس أغريباس الأول: راجع: أع ١٢:​١، ٦ ١٢: ١١، ١٩ ١٢: ٢١ (راجع Ἀγρίππας (2)).
G2264I	Ἡρώδης	Herod	هِيرُودُس	Ἡρῴδης (Rec. -ώδης)، -ου، ὁ هيرودس ; __1. هيرودس الكبير : راجع: مت ٢:​١-23، راجع: أع ٢٣:​٣٥. __2. هيرودس أنتيباس (ὁ τετραάρχης، راجع: مت ١٤:​١ ): راجع: مت ١٤:​١، 3 14: 6، راجع: مر ٦:​١-56، راجع: مر ٨:​١٥، راجع: لو ١:​٥ ٣:​١، 19 8:3 9:7، 9 13:31، 23، راجع: أع ٤:​٢٧ ١٣:​١. __3. هيرودس أغريباس الأول: راجع: أع ١٢:​١، ٦ ١٢: ١١، ١٩ ١٢: ٢١ (راجع Ἀγρίππας (2)).
G2265 	Ἡρωδιανοί	Herodian	الْهِيرُودُسِيِّين	Ἡρῳδιανοί (Rec. Ἡρω-)، -ῶν، οἱ، الهيرودسيون، أنصار هيرودس (راجع τὸυς τὰ Ἡρῴδου φρονοῦνιτας، FlJ، Ant. ، الرابع عشر، 15، 10): إعادة و: مت ٢٢:​١٦، راجع: 12:13 .
G2267 	Ἡρωδίων	Herodion	هِيرُودِيُون	Ἡρῳδίων (Rec. Ἡρω-)، -ωνος، ὁ هيروديون : راجع: رو ١٦:​١١.
G2268 	Ἡσαΐας	Isaiah	إِشَعْيَاء	Ἠσαίας (Rec. Ἠσαΐας)، -ου، ο (بالعبرية: Ἠσαίας)، إشعياء النبي: راجع: مت ٣:​٣ ٤:​١٤ ٨:​١٧ ١٢:​١٧ ١٣:​١٤، 35 15:7 ، راجع: مرك .7:6 , راجع: لو ٣:​٤ ٤:​١٧ , راجع: يو ١:​٢٣ 12: 38-39, 41, راجع: أع ٨:​٢٨ ٢٨:​٢٥, راجع: رو ٩:​٢٧, 29 10:16, 20 15:12 ; ἀνεγίνωςκεν τ. προφήτην Ἠ., راجع: أع ٨:​٣٠; ἐν τ. Ἠ.، راجع: مر ١:​٢.
G2269G	Ἠσαῦ	Esau	عِيسُو	Ἠσαῦ , ὁ  (بالعبرية عب عب ١١:​٢٠ ١٢:​١٦) عيسو : راجع رو ٩:​١٣ (الترجمة السبعينية) راجع: عب ١١:​٢٠ ١٢:​١٦ .
G2269H	Ἠσαῦ	Esau	عِيسُو	Ἠσαῦ , ὁ  (بالعبرية عب عب ١١:​٢٠ ١٢:​١٦) عيسو : راجع رو ٩:​١٣ (الترجمة السبعينية) راجع: عب ١١:​٢٠ ١٢:​١٦ .
G2280 	Θαδδαῖος	Thaddaeus	تَدَّاوُس	Θαδδαῖος , -ου, ὁ (آرام. ِتَبْهَى, ِتَبْهِ, ῖος): راجع: مت ١٠:​٣, راجع: مر ٣:​١٨ (WH, mg., Λεββαῖος, التي ترى).
G2283 	Θάμαρ	Tamar	ثَامَار	Θάμαρ (Tr.، Θαμάρ)، ἡ (بالعبرية: ἡ ἡ، راجع: تك ٣٨:​٦)، تمار: راجع: مت ١:​٣.
G2291 	Θάρα	Terah	تَارَح	Θαρά (Rec. Θάρα)، ὁ،  (بالعبرية طلال)، تارح (تك ١١:​٢٤-28، 31-32): راجع: لو ٣:​٣٤ .
G2321 	Θεόφιλος	Theophilus	ثَاوُفِيلُس	Θεόφιлος , -ου (θεός, φίлος), ثاوفيلس : راجع: لو ١:​٣ , راجع: أع ١:​١ .
G2332 	Θεσσαλονίκη	Thessalonica	تَسَالُونِيكِي	θεσσανίκη , -ης, ἡ تسالونيكي، مدينة مقدونية : راجع: أع ١٧:​١، 11 17:13، راجع: في ٤:​١٦، راجع: ٢تي ٤:​١٠ .
G2333 	Θευδᾶς	Theudas	ثُودَاس	Θευδᾶς (perh. contr. from Θεόδωρος، لكن انظر MM، Exp.، xv)، -ᾶ، ὁ Theudas : راجع: أع ٥:​٣٦.
G2363 	Θυάτειρα	Thyatira	ثَيَاتِيرَا	Θυάτειρα , -ων, τά (-ας, ἡ, راجع رؤ ١:​١١ L; cf. WH, App., 156) ثياتيرا، مدينة ليديا: راجع: أع ١٦:​١٤ , راجع رؤ ١:​١١ ٢:​١٨، 24 .
G2381 	Θωμᾶς	Thomas	تُومَا	θωμᾶς , -ᾶ, ὁ (بالعبرية: ᴴᴰ, توأم; راجع δίδυμος), توما الرسول: راجع: مت ١٠:​٣, راجع: مر ٣:​١٨, راجع: لو ٦:​١٥, راجع: يو ١١:​١٦ ١٤:​٥ ٢٠:​٢٤-28 21:2، راجع: أع ١:​١٣ .
G2383 	Ἰάειρος	Jairus	يَايِرُس	Ἰάειρος , -ου, ὁ (بالعبرية yuv. , راجع: عد ٣٢:​٤١)، يايرس: راجع: مر ٥:​٢٢، راجع: لو ٨:​٤١ .
G2384G	Ἰακώβ	Jacob	يَعْقُوب	Ἰακώβ , ὁ  (Heb. יַעֲקֹב), Jacob ; __1. البطريرك : راجع: مت ١:​٢ 8: 11، راجع: يو ٤:​٥-6، راجع: أع ٧:​٨، آل؛ كما في عب. (راجع: عد ٢٣:​٧، راجع: إش ٤١:​٨، راجع:، آل.)، من نسله، راجع: رو ١١:​٢٦ (الترجمة السبعينية). __2. حمو مريم: راجع: مت ١:​١٥- 16 (بصيغة مختلفة عن الكلمة التالية، انظر ديس، BS، 3161)
G2384H	Ἰακώβ	Jacob	يَعْقُوب	Ἰακώβ , ὁ  (Heb. יַעֲקֹב), Jacob ; __1. البطريرك : راجع: مت ١:​٢ 8: 11، راجع: يو ٤:​٥-6، راجع: أع ٧:​٨، آل؛ كما في عب. (راجع: عد ٢٣:​٧، راجع: إش ٤١:​٨، راجع:، آل.)، من نسله، راجع: رو ١١:​٢٦ (الترجمة السبعينية). __2. حمو مريم: راجع: مت ١:​١٥- 16 (بصيغة مختلفة عن الكلمة التالية، انظر ديس، BS، 3161)
G2385G	Ἰάκωβος	James	يَعْقُوب	Ἰάκωβος , -ου, ὁ (بالعبرية، انظر الكلمة السابقة) جيمس ; __1. ابن زبدى: راجع: مت ٤:​٢١، راجع: مر ١:​١٩، 29، راجع: أع ١:​١٣ 12: 2، آل. __2. ابن حلفى: راجع: مت ١٠:​٣، راجع: مر ٢:​١٤، آل؛ يتم تحديده بشكل شائع بـ Ἰ. في يعقوب الصغير ابن مريم (انظر: Μαρία، 3؛ Κлωπᾶς)، راجع: مت ٢٧:​٥٦، راجع: مر ١٥:​٤٠ ١٦:​١ (راجع يو ١٩:​٢٥). __3. أخو الرب (أنظر: ἀδεκφός): راجع: مت ١٣:​٥٥، راجع: مر ٦:​٣، راجع: أع ١٢:​١٧، آل، راجع: ١كو ١٥:​٧ (ربما)، راجع: غال .1:19 2:9, 12, راجع: يع ١:​١, راجع: جو 1 . __4. والد الرسول Ἰούδας Ἰακώβου : راجع: لو ٦:​١٦ ، راجع: أع ١:​١٣
G2385H	Ἰάκωβος	James	يَعْقُوب	Ἰάκωβος , -ου, ὁ (بالعبرية، انظر الكلمة السابقة) جيمس ; __1. ابن زبدى: راجع: مت ٤:​٢١، راجع: مر ١:​١٩، 29، راجع: أع ١:​١٣ 12: 2، آل. __2. ابن حلفى: راجع: مت ١٠:​٣، راجع: مر ٢:​١٤، آل؛ يتم تحديده بشكل شائع بـ Ἰ. في يعقوب الصغير ابن مريم (انظر: Μαρία، 3؛ Κлωπᾶς)، راجع: مت ٢٧:​٥٦، راجع: مر ١٥:​٤٠ ١٦:​١ (راجع يو ١٩:​٢٥). __3. أخو الرب (أنظر: ἀδεκφός): راجع: مت ١٣:​٥٥، راجع: مر ٦:​٣، راجع: أع ١٢:​١٧، آل، راجع: ١كو ١٥:​٧ (ربما)، راجع: غال .1:19 2:9, 12, راجع: يع ١:​١, راجع: جو 1 . __4. والد الرسول Ἰούδας Ἰακώβου : راجع: لو ٦:​١٦ ، راجع: أع ١:​١٣
G2385I	Ἰάκωβος	James	يَعْقُوب	Ἰάκωβος , -ου, ὁ (بالعبرية، انظر الكلمة السابقة) جيمس ; __1. ابن زبدى: راجع: مت ٤:​٢١، راجع: مر ١:​١٩، 29، راجع: أع ١:​١٣ 12: 2، آل. __2. ابن حلفى: راجع: مت ١٠:​٣، راجع: مر ٢:​١٤، آل؛ يتم تحديده بشكل شائع بـ Ἰ. في يعقوب الصغير ابن مريم (انظر: Μαρία، 3؛ Κлωπᾶς)، راجع: مت ٢٧:​٥٦، راجع: مر ١٥:​٤٠ ١٦:​١ (راجع يو ١٩:​٢٥). __3. أخو الرب (أنظر: ἀδεκφός): راجع: مت ١٣:​٥٥، راجع: مر ٦:​٣، راجع: أع ١٢:​١٧، آل، راجع: ١كو ١٥:​٧ (ربما)، راجع: غال .1:19 2:9, 12, راجع: يع ١:​١, راجع: جو 1 . __4. والد الرسول Ἰούδας Ἰακώβου : راجع: لو ٦:​١٦ ، راجع: أع ١:​١٣
G2385J	Ἰάκωβος	James	يَعْقُوب	Ἰάκωβος , -ου, ὁ (بالعبرية، انظر الكلمة السابقة) جيمس ; __1. ابن زبدى: راجع: مت ٤:​٢١، راجع: مر ١:​١٩، 29، راجع: أع ١:​١٣ 12: 2، آل. __2. ابن حلفى: راجع: مت ١٠:​٣، راجع: مر ٢:​١٤، آل؛ يتم تحديده بشكل شائع بـ Ἰ. في يعقوب الصغير ابن مريم (انظر: Μαρία، 3؛ Κлωπᾶς)، راجع: مت ٢٧:​٥٦، راجع: مر ١٥:​٤٠ ١٦:​١ (راجع يو ١٩:​٢٥). __3. أخو الرب (أنظر: ἀδεκφός): راجع: مت ١٣:​٥٥، راجع: مر ٦:​٣، راجع: أع ١٢:​١٧، آل، راجع: ١كو ١٥:​٧ (ربما)، راجع: غال .1:19 2:9, 12, راجع: يع ١:​١, راجع: جو 1 . __4. والد الرسول Ἰούδας Ἰακώβου : راجع: لو ٦:​١٦ ، راجع: أع ١:​١٣
G2387 	Ἰαμβρῆς	Jambres	يَمْبِرِيس	Ἰαμβρῆς , ὁ Jambres (راجع راجع: خر ٧:​١١- ١٢): راجع: ٢ تي ٣: ٨ .
G2388 	Ἰαννά	Jannai	يَنَّا	Ἰανναί (Rec. -νά)، ὁ، Jannai : راجع: لو ٣:​٢٤.
G2389 	Ἰαννῆς	Jannes	يَنِّيس	Ἰαννῆς، ὁ Jannes (راجع Ἰαμβρῆς): راجع: ٢تي ٣:​٨.
G2391 	Ἰάρεδ	Jared	يَارِد	Ἰάρετ (Rec. -ρέδ، L، Ἰάρεθ)، ὁ (بالعبرية، Ἰάρεδ، الترجمة السبعينية، FlJ، Ἰάρεδος)، جاريد (راجع: تك ٥:​١٥): راجع: لو ٣:​٣٧ .
G2394 	Ἰάσων	Jason	يَاسُون	Ἰάσων , -ονος, ὁ جيسون : راجع: أع ١٧:​٥-7 , 9; وربما هو نفسه، راجع: رو ١٦:​٢١.
G2401 	Ἰδουμαία	Idumea	أَدُومِيَّة	Ἰδουμαία , -ας, ἡ (بالعبرية Ἰδουμαία), [في الترجمة السبعينية: راجع: ٢صم ٨:​١٤ , a1.; في مكان آخر، مثل راجع: تك ٢٥:​٣٠ , Ἐδώμ ;] Idumæa : راجع: مر ٣:​٨.
G2403 	Ἰεζαβήλ	Jezebel	إِيزَابَل	Ἰεζάβεν (L, Ἰεζ-; Tr. -βέν; Rec. -βήν) ἡ,  (بالعبرية: Ἰεζαβέη)، إيزابل (راجع: ١مل ١٦:​٣١، آل.): رمزيًا، راجع: رؤ ٢:​٢٠ (انظر سويتي، في ١).
G2404 	Ἱεράπολις	Hierapolis	هِيَرَابُولِيس	هيرابوليس: مدينة في وادي ليون في مقاطعة آسيا: راجع: كو ٤:​١٣.
G2408 	Ἱερεμίας	Jeremiah	إِرْمِيَا	Ἰερεμίας (T، Rec. Ἱερ-؛ انظر WH، § 408)، -ου، ὁ Heb. إرميا النبي: راجع: مت ٢:​١٧ 16: 14 27: 9 (راجع: زك ١١:​١٣).
G2410 	Ἱεριχώ	Jericho	أَرِيحَا	Ἰερειχώ (T, Ἱερ-; Rec. Ἱεριχώ; cf. Bl., § 3, 4, 4; WH, App., 155), ἡ  (بالعبرية يمان)، أريحا: راجع: مت ٢٠:​٢٩، راجع: مر ١٠:​٤٦، راجع: لو ١٠:​٣٠ ١٨:​٣٥ ١٩:​١، راجع: عب ١١:​٣٠ .
G2414 	Ἱεροσόλυμα	Jerusalem	أُورُشَلِيم	Ἱεροσόлυμα (WH، Ἰερ-، راجع Intr.، § 408)، -ων، τά (on πᾶσα Ἱ.، راجع: مت ٢:​٣، انظر WM، 794؛ M، Pr.، 48، 244؛ ثاير، انظر كلمة)، و Ἱερουσακήμ (WH، Ἰερ-)، ἡ.، ، كما هو الحال دائمًا في الترجمة السبعينية باستثناء. some parts of Apocr.. (Heb. יְרוּשָׁלִַם), the former always in FlJ, Mk, Jo EV. والجبل (ما عدا راجع: مت ٢٧:​٣٧)، وفي أغلب الأحيان في لوقا، والأخير دائمًا في هو ورع والقديس بولس (ما عدا راجع: غل ١:​١٧-18 2: 1)، أورشليم: راجع: مت ٢:​١، راجع: مر ٣:​٨، راجع: يو ١:​١٩، آل؛ سكانها، راجع: مت ٢:​٣ ٣:​٥ ٢٣:​٣٧، راجع: لو ١٣:​٣٤، رمزياً، ἡ- ἄνω Ἱ، راجع: غل ٤:​٢٦، مقابل ἡ νῦν Ἱ، راجع: غل ٤:​٢٥؛ Ἱ. ἐπουράνιος، راجع: عب ١٢:​٢٢؛ ἡ καινὴ Ἱ.، راجع: رؤ ٣:​١٢ 21: 2، 10
G2419 	Ἱερουσαλήμ	Jerusalem	أُورُشَلِيم	Ἱερουσακήμ، انظر: Ἱεροσόлυμα - (WH، Ἰερ-، انظر المقدمة، § 408)، -ων، τά (على πᾶσα Ἱ.، راجع: مت ٢:​٣، انظر WM، 794؛ M، Pr.، 48، 244؛ ثاير، انظر الكلمة)، و Ἱερουσαлήμ (WH، Ἰερ-)، ἡ.، ، كما هو الحال دائمًا في الترجمة السبعينية باستثناء. some parts of Apocr.. (Heb. יְרוּשָׁלִַם), the former always in FlJ, Mk, Jo EV. والجبل (ما عدا راجع: مت ٢٧:​٣٧)، وفي أغلب الأحيان في لوقا، والأخير دائمًا في هو ورع والقديس بولس (ما عدا راجع: غل ١:​١٧-18 2: 1)، أورشليم: راجع: مت ٢:​١، راجع: مر ٣:​٨، راجع: يو ١:​١٩، آل؛ سكانها، راجع: مت ٢:​٣ ٣:​٥ ٢٣:​٣٧، راجع: لو ١٣:​٣٤، رمزياً، ἡ- ἄνω Ἱ، راجع: غل ٤:​٢٦، مقابل ἡ νῦν Ἱ، راجع: غل ٤:​٢٥؛ Ἱ. ἐπουράνιος، راجع: عب ١٢:​٢٢؛ ἡ καινὴ Ἱ.، راجع: رؤ ٣:​١٢ 21: 2، 10
G2421 	Ἰεσσαί	Jesse	يَسَّى	Ἰεσσαί (FlJ, -σσαῖος), ὁ (Heb. יִשַׁי راجع را ٤:​١٧ , al.) Jesse : راجع مت ١:​٥-6 , راجع لو ٣:​٣٢ , راجع أع ١٣:​٢٢ (الترجمة السبعينية)، راجع: رو ١٥:​١٢ (الترجمة السبعينية)،
G2422 	Ἰεφθάε	Jephthah	يَفْتَاح	Ἰεφθάε (FlJ, -θάς, -οῦ), ὁ (Heb. יִפְתָּח), Jephthah : راجع عب ١١:​٣٢.
G2423 	Ἰεχονίας	Jechoniah	يَكُنْيَا	Ἰεχονίας , -ον, ό (بالعبرية yohiakin, يهوياكين), يكنيا : راجع: مت ١:​١١-12.
G2424G	Ἰησοῦς	Jesus	يَشُوع	Ἰωσή، انظر: Ἰωσῆς - -ῆ (Rec. -ή راجع: لو ٣:​٢٩؛ AV، جوزيه؛ انظر: Ἰησοῦς، 3)، و -ῆτος (Mk، ll with)، ὁ، جوزيه؛ __1. أخي ربنا: راجع: مر ٦:​٣، راجع: مت ١٣:​٥٥ (راجع: Ἰωσήφ). __2. ابن مريم : راجع: مت ٢٧:​٥٦ (-σήφ)، WH، النص)، راجع: مر ١٥:​٤٠، 47__3. انظر: Βαρνάβας.
G2424H	Ἰησοῦς	Jesus	يَشُوع	Ἰωσή، انظر: Ἰωσῆς - -ῆ (Rec. -ή راجع: لو ٣:​٢٩؛ AV، جوزيه؛ انظر: Ἰησοῦς، 3)، و -ῆτος (Mk، ll with)، ὁ، جوزيه؛ __1. أخي ربنا: راجع: مر ٦:​٣، راجع: مت ١٣:​٥٥ (راجع: Ἰωσήφ). __2. ابن مريم : راجع: مت ٢٧:​٥٦ (-σήφ)، WH، النص)، راجع: مر ١٥:​٤٠، 47__3. انظر: Βαρνάβας.
G2424I	Ἰησοῦς	Joshua	يَشُوع	Ἰωσή، انظر: Ἰωσῆς - -ῆ (Rec. -ή راجع: لو ٣:​٢٩؛ AV، جوزيه؛ انظر: Ἰησοῦς، 3)، و -ῆτος (Mk، ll with)، ὁ، جوزيه؛ __1. أخي ربنا: راجع: مر ٦:​٣، راجع: مت ١٣:​٥٥ (راجع: Ἰωσήφ). __2. ابن مريم : راجع: مت ٢٧:​٥٦ (-σήφ)، WH، النص)، راجع: مر ١٥:​٤٠، 47__3. انظر: Βαρνάβας.
G2424J	Ἰησοῦς	Jesus	يَشُوع	Ἰωσή، انظر: Ἰωσῆς - -ῆ (Rec. -ή راجع: لو ٣:​٢٩؛ AV، جوزيه؛ انظر: Ἰησοῦς، 3)، و -ῆτος (Mk، ll with)، ὁ، جوزيه؛ __1. أخي ربنا: راجع: مر ٦:​٣، راجع: مت ١٣:​٥٥ (راجع: Ἰωσήφ). __2. ابن مريم : راجع: مت ٢٧:​٥٦ (-σήφ)، WH، النص)، راجع: مر ١٥:​٤٠، 47__3. انظر: Βαρνάβας.
